"target_id","target_label","target_k","target_a","target_b","tau","method","mean_abs_error","sd_abs_error","n_queries","se_abs_error","median_abs_error","rmse","bias"
3,"B3 (4,3)",1,5,3,0.707945784384138,"Matrix-only",0.00931596346036485,0.00746419948923232,100,0.000746419948923232,0.00652119583838351,0.0119140382100176,-0.0020804296769361
3,"B3 (4,3)",1,5,3,0.749894209332456,"Tensor-pooled",0.00665455982566533,0.00541539431764748,100,0.000541539431764748,0.00554035389666128,0.00856249946760942,-0.00165891470352434
3,"B3 (4,3)",1,5,3,0.749894209332456,"Matrix-only",0.00968112632131816,0.00781076899210056,100,0.000781076899210056,0.00722847573629366,0.012414597777407,-0.00219550340859229
3,"B3 (4,3)",1,5,3,0.794328234724281,"Tensor-pooled",0.00732424622255297,0.00611189072376674,100,0.000611189072376674,0.00574258049372992,0.00951978145051948,-0.00176565157778677
3,"B3 (4,3)",1,5,3,0.794328234724281,"Matrix-only",0.0100153826118554,0.00821070962334333,100,0.000821070962334333,0.00711716786642907,0.0129247624293652,-0.00227470226986866
3,"B3 (4,3)",1,5,3,0.841395141645195,"Tensor-pooled",0.00796807448520948,0.00680207255354734,100,0.000680207255354734,0.00623801245520973,0.0104544593411296,-0.00186641768483497
3,"B3 (4,3)",1,5,3,0.841395141645195,"Matrix-only",0.0103428395180205,0.00867556837083844,100,0.000867556837083844,0.00734025541250325,0.0134717170764178,-0.00234699252727575
3,"B3 (4,3)",1,5,3,0.891250938133746,"Tensor-pooled",0.00861260977968964,0.00744125652390963,100,0.000744125652390963,0.00670341298380181,0.0113576239982352,-0.00196154702415482
3,"B3 (4,3)",1,5,3,0.891250938133746,"Matrix-only",0.0106842448268842,0.00915821608566868,100,0.000915821608566868,0.00745686638634162,0.0140423388427244,-0.00241523893103043
3,"B3 (4,3)",1,5,3,0.944060876285924,"Tensor-pooled",0.00923240016289082,0.00805319834785815,100,0.000805319834785815,0.00720022932073266,0.0122246748979837,-0.00205135491159361
3,"B3 (4,3)",1,5,3,0.944060876285924,"Matrix-only",0.0110688996343574,0.00960500521322969,100,0.000960500521322969,0.00860087726721469,0.0146237513316586,-0.00247966769076244
3,"B3 (4,3)",1,5,3,1,"Tensor-pooled",0.00982271707113926,0.00864029916914383,100,0.000864029916914383,0.00773284980460599,0.0130535049965377,-0.00213613902450647
3,"B3 (4,3)",1,5,3,1,"Matrix-only",0.0114745055839487,0.010028677942788,100,0.0010028677942788,0.00852848963127363,0.0152063445924203,-0.00254049236213305
4,"B4 (2,4)",1,3,4,0.316227766016838,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.316227766016838,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.334965439157828,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.334965439157828,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.354813389233575,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.354813389233575,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.375837404288444,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.375837404288444,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.398107170553497,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.398107170553497,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.421696503428582,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.421696503428582,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.446683592150963,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.446683592150963,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.47315125896148,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.47315125896148,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.501187233627272,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.501187233627272,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.530884444230988,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.530884444230988,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.562341325190349,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
4,"B4 (2,4)",1,3,4,0.562341325190349,"Matrix-only",0.00449339564410351,0.00355789127968558,100,0.000355789127968558,0.00390126651547615,0.0057203678962922,5.00198545943512e-05
4,"B4 (2,4)",1,3,4,0.59566214352901,"Tensor-pooled",0.00250728814249751,0.00206630253708076,100,0.000206630253708076,0.00194946906098201,0.00324243796278472,-0.000107435213646089
