setting,target_outcome,target_policy,target_k,r,functional,n_staircase_blocks,N_parts,T_parts,Psi0,Psi1,Delta_h,Psi0_matrix,Delta_h_matrix,tensor_minus_matrix,bootstrap_id,bootstrap_type,bootstrap_error
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",2.868976982744991,1.4385304659498206,-1.4304465167951705,0.8565122356640895,0.5820182302857311,2.0124647470809016,27,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.025348849644074103,-0.030476190476190497,-0.005127340832116394,0.053513957252828426,-0.08399014772901892,-0.07886280689690253,27,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",1.9514566396812894,2.7633333333333336,0.8118766936520443,3.0886630121657457,-0.32532967883241204,-1.1372063724844563,28,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.11468342657040025,-0.21240929705215425,-0.097725870481754,-0.15925075490365864,-0.05315854214849561,0.044567328333258396,28,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",2.318743740420008,0.8742652329749101,-1.4444785074450979,1.7750032921448624,-0.9007380591699523,0.5437404482751456,29,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.013357217823335482,0.017692743764172333,0.031049961587507814,-0.052371078795962284,0.07006382256013462,0.0390138609726268,29,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",0.551053043848853,0.5560573476702507,0.005004303821397715,0.5771352934613744,-0.021077945791123653,-0.02608224961252137,30,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.008087167749711063,0.003463718820861677,0.01155088657057274,-0.022286082986966126,0.025749801807827804,0.014198915237255062,30,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",3.678155426758876,2.502007168458781,-1.176148258300095,2.709938468169619,-0.2079312997108378,0.9682169585892573,31,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.04139819410422611,-0.1175736961451248,-0.0761755020408987,-0.024246660444580553,-0.09332703570054425,-0.01715153365964556,31,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",3.4882329435014814,2.5545878136200706,-0.9336451298814108,0.7070376331330368,1.8475501804870338,2.7811953103684446,32,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.03024280297921597,-0.13372448979591836,-0.10348168681670239,-0.21465133443602935,0.08092684464011099,0.18440853145681338,32,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",0.2837234118795256,0.39390681003584227,0.11018339815631667,0.28892687189198296,0.10497993814385931,-0.0052034600124573616,33,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.01349924374994137,-0.0012074829931972818,0.012291760756744088,-0.018271233311827693,0.017063750318630413,0.004771989561886323,33,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,ATE,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",0.9411495437369644,0.6614695340501793,-0.2796800096867851,0.6883097341109445,-0.026840200060765262,0.2528398096260198,34,target_layer_only_fixed_anchors,NA
plotY_slice,new_deaths_smoothed_per_million,C6_stay_at_home_requirements,1,3,Trend,12,"2,1,1,1,2,1,1,1,1,3,1,3","8,2,1,1,1,2,3,1,1,4,2,6",-0.00539905818724722,0.0022278911564625964,0.007626949343709817,-0.05975313342851529,0.06198102458497789,0.05435407524126807,34,target_layer_only_fixed_anchors,NA
